name,id,rarity,sum,expectation
,,1,,"11,536.097852"
Gold Macaron ★1,,1,,3.341885
Silver Macaron ★1,,1,,3.005967
School Idol Badge,,1,,2.636038
Silver Macaron ★2,,2,,2.296539
Gold Macaron ★2,,2,,1.933771
SP Type Seed,,1,,1.376492
Skill Type Seed,,2,,1.355609
Voltage Type Seed,,1,,1.347255
Guard Type Seed,,1,,1.300716
Gold Macaron ★3,,3,,0.903341
Silver Macaron ★3,,3,,0.849642
Skill Type Sprout,,2,,0.567422
SP Type Sprout,,2,,0.532816
Voltage Type Sprout,,2,,0.529833
Voltage Type Flower,,4,,0.516110
Skill Type Flower,,4,,0.514320
Guard Type Sprout,,2,,0.500000
SP Type Bud,,3,,0.493437
Guard Type Bud,,3,,0.486874
Skill Type Bud,,3,,0.474344
SP Type Flower,,4,,0.472554
Voltage Type Bud,,3,,0.435561
Guard Type Flower,,4,,0.434964
