name,id,rarity,sum,expectation
Gold Macaron ★1,,1,,3.261123
Silver Macaron ★1,,1,,2.852662
School Idol Badge,,1,,2.583516
Silver Macaron ★2,,2,,2.375638
Gold Macaron ★2,,2,,1.959883
SP Type Seed,,1,,1.435449
Skill Type Beginner Book,,1,,1.431802
Voltage Type Seed,,1,,1.426696
Voltage Type Beginner Book,,1,,1.418673
SP Type Beginner Book,,1,,1.396791
Skill Type Seed,,2,,1.325310
Guard Type Beginner Book,,1,,1.267688
Guard Type Seed,,1,,1.263311
Gold Macaron ★3,,3,,0.870168
Silver Macaron ★3,,3,,0.860686
Skill Type Intermediate Book,,2,,0.599562
SP Type Intermediate Book,,2,,0.592998
Guard Type Intermediate Book,,2,,0.560175
SP Type Sprout,,2,,0.556528
Skill Type Sprout,,2,,0.549234
Voltage Type Sprout,,2,,0.543399
Voltage Type Intermediate Book,,2,,0.522247
Skill Type Bud,,3,,0.512035
Guard Type Flower,,4,,0.503282
Skill Type Flower,,4,,0.490153
Voltage Type Secret Book,,4,,0.488694
SP Type Bud,,3,,0.486506
Guard Type Sprout,,2,,0.478483
Guard Type Advanced Book,,3,,0.466813
SP Type Flower,,4,,0.466083
SP Type Advanced Book,,3,,0.463895
Voltage Type Advanced Book,,3,,0.460977
Voltage Type Bud,,3,,0.458789
SP Type Secret Book,,4,,0.436178
Voltage Type Flower,,4,,0.431802
Guard Type Bud,,3,,0.421590
Skill Type Secret Book,,4,,0.419402
Guard Type Secret Book,,4,,0.416484
Skill Type Advanced Book,,3,,0.404085
