name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.700838
Green Macaron ★1,,1,,5.373308
Green Macaron ★2,,2,,3.232753
Pink Macaron ★2,,2,,3.105093
School Idol Badge,,1,,2.728562
Green Macaron ★3,,3,,1.874275
Pink Macaron ★3,,3,,1.631850
Voltage Type Beginner Book,,1,,1.514507
Guard Type Beginner Book,,1,,1.418440
SP Type Seed,,1,,1.389426
SP Type Beginner Book,,1,,1.381689
Guard Type Seed,,1,,1.368150
Voltage Type Seed,,1,,1.367505
Skill Type Seed,,2,,1.315280
Skill Type Beginner Book,,1,,1.277885
SP Type Intermediate Book,,2,,0.560928
Voltage Type Intermediate Book,,2,,0.555126
SP Type Sprout,,2,,0.544810
Guard Type Sprout,,2,,0.534494
Skill Type Sprout,,2,,0.524178
Guard Type Intermediate Book,,2,,0.522244
Voltage Type Sprout,,2,,0.504836
Skill Type Intermediate Book,,2,,0.493875
Guard Type Bud,,3,,0.491941
Skill Type Secret Book,,4,,0.490651
SP Type Flower,,4,,0.490651
Voltage Type Bud,,3,,0.482914
SP Type Secret Book,,4,,0.478401
Skill Type Advanced Book,,3,,0.475822
Skill Type Bud,,3,,0.466151
Voltage Type Flower,,4,,0.463572
SP Type Bud,,3,,0.461638
Guard Type Flower,,4,,0.459059
SP Type Advanced Book,,3,,0.444230
Voltage Type Advanced Book,,3,,0.433914
Guard Type Secret Book,,4,,0.428756
Skill Type Flower,,4,,0.427466
Guard Type Advanced Book,,3,,0.421019
Voltage Type Secret Book,,4,,0.415861
