name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.402760
Green Macaron ★1,,1,,5.319322
Green Macaron ★2,,2,,3.358218
Pink Macaron ★2,,2,,3.247804
SP Type Beginner Book,,1,,2.706399
Skill Type Beginner Book,,1,,2.702635
Guard Type Beginner Book,,1,,2.640527
School Idol Badge,,1,,2.554580
Voltage Type Beginner Book,,1,,2.445420
Green Macaron ★3,,3,,1.845044
Pink Macaron ★3,,3,,1.754705
Guard Type Intermediate Book,,2,,1.138645
Voltage Type Intermediate Book,,2,,1.119197
Skill Type Intermediate Book,,2,,1.114806
SP Type Intermediate Book,,2,,1.107905
Voltage Type Secret Book,,4,,0.977415
Guard Type Advanced Book,,3,,0.969260
SP Type Advanced Book,,3,,0.958595
Guard Type Secret Book,,4,,0.957340
SP Type Secret Book,,4,,0.947302
Voltage Type Advanced Book,,3,,0.939147
Skill Type Advanced Book,,3,,0.919699
Skill Type Secret Book,,4,,0.912798
