name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.513944
Purple Macaron ★1,,1,,5.509960
Yellow Macaron ★1,,1,,5.464807
Pink Macaron ★1,,1,,5.362550
Gold Macaron ★1,,1,,3.280876
Pink Macaron ★2,,2,,3.248340
Yellow Macaron ★2,,2,,3.185923
Purple Macaron ★2,,2,,3.156707
Green Macaron ★2,,2,,3.114874
Silver Macaron ★1,,1,,3.001328
School Idol Badge,,1,,2.661355
Silver Macaron ★2,,2,,2.456839
Gold Macaron ★2,,2,,1.927623
Yellow Macaron ★3,,3,,1.853254
Green Macaron ★3,,3,,1.804781
Pink Macaron ★3,,3,,1.800797
Purple Macaron ★3,,3,,1.774236
Gold Macaron ★3,,3,,0.914343
Silver Macaron ★3,,3,,0.777556
