name,id,rarity,sum,expectation
Gold Macaron ★1,,1,,6.388638
Silver Macaron ★1,,1,,5.928986
Silver Macaron ★2,,2,,4.852163
Gold Macaron ★2,,2,,3.802453
School Idol Badge,,1,,2.708844
Silver Macaron ★3,,3,,1.626856
Gold Macaron ★3,,3,,1.626210
Voltage Type Beginner Book,,1,,1.387992
Skill Type Beginner Book,,1,,1.373790
Guard Type Beginner Book,,1,,1.351194
SP Type Beginner Book,,1,,1.307941
Voltage Type Intermediate Book,,2,,0.551969
Skill Type Intermediate Book,,2,,0.542931
SP Type Intermediate Book,,2,,0.532602
Guard Type Advanced Book,,3,,0.509361
Guard Type Intermediate Book,,2,,0.503551
Guard Type Secret Book,,4,,0.499677
Skill Type Advanced Book,,3,,0.498386
SP Type Secret Book,,4,,0.483538
Skill Type Secret Book,,4,,0.473209
Voltage Type Advanced Book,,3,,0.459651
Voltage Type Secret Book,,4,,0.436411
SP Type Advanced Book,,3,,0.413170
