name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.529370
Purple Macaron ★1,,1,,5.504600
Pink Macaron ★1,,1,,5.450106
Green Macaron ★1,,1,,5.275301
Green Macaron ★2,,2,,3.341118
Purple Macaron ★2,,2,,3.319887
Gold Macaron ★1,,1,,3.265393
Yellow Macaron ★2,,2,,3.199575
Pink Macaron ★2,,2,,3.157113
Silver Macaron ★1,,1,,3.075018
School Idol Badge,,1,,2.566171
Silver Macaron ★2,,2,,2.450106
Pink Macaron ★3,,3,,1.861288
Green Macaron ★3,,3,,1.823779
Gold Macaron ★2,,2,,1.812456
Purple Macaron ★3,,3,,1.745931
Yellow Macaron ★3,,3,,1.716914
Gold Macaron ★3,,3,,0.839349
Silver Macaron ★3,,3,,0.832979
