name,id,rarity,sum,expectation
,,1,,"18,209.377007"
Blue Macaron ★1,,1,,5.447656
Red Macaron ★1,,1,,5.402697
Red Macaron ★2,,2,,3.393706
Blue Macaron ★2,,2,,3.138086
School Idol Badge,,1,,2.615286
Red Macaron ★3,,3,,1.864483
Blue Macaron ★3,,3,,1.749518
Skill Type Beginner Book,,1,,1.424534
SP Type Beginner Book,,1,,1.383430
Guard Type Beginner Book,,1,,1.373154
Voltage Type Beginner Book,,1,,1.323057
Guard Type Intermediate Book,,2,,0.562620
SP Type Intermediate Book,,2,,0.533076
Skill Type Intermediate Book,,2,,0.521516
Voltage Type Intermediate Book,,2,,0.513166
Voltage Type Advanced Book,,3,,0.511240
Skill Type Secret Book,,4,,0.480411
SP Type Advanced Book,,3,,0.479127
Guard Type Advanced Book,,3,,0.464355
Guard Type Secret Book,,4,,0.457290
SP Type Secret Book,,4,,0.457290
Voltage Type Secret Book,,4,,0.434168
Skill Type Advanced Book,,3,,0.415543
