name,id,rarity,sum,expectation
,,1,,"23,097.955145"
School Idol Badge,,1,,2.712401
Guard Type Seed,,1,,1.443272
Voltage Type Seed,,1,,1.431398
SP Type Seed,,1,,1.369393
Skill Type Seed,,2,,1.340369
Skill Type Sprout,,2,,0.554090
Guard Type Sprout,,2,,0.534301
Voltage Type Sprout,,2,,0.498021
SP Type Flower,,4,,0.492084
Guard Type Bud,,3,,0.488127
SP Type Sprout,,2,,0.486148
Skill Type Bud,,3,,0.480211
Skill Type Flower,,4,,0.470317
SP Type Bud,,3,,0.463061
Guard Type Flower,,4,,0.438654
Voltage Type Bud,,3,,0.436016
Voltage Type Flower,,4,,0.428760
