name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,10.862231
Purple Macaron ★1,,1,,10.709005
Purple Macaron ★2,,2,,6.577285
Yellow Macaron ★2,,2,,6.508065
Purple Macaron ★3,,3,,3.593414
Yellow Macaron ★3,,3,,3.526882
School Idol Badge,,1,,2.676075
Voltage Type Beginner Book,,1,,1.397177
Guard Type Beginner Book,,1,,1.331989
Skill Type Beginner Book,,1,,1.313172
SP Type Beginner Book,,1,,1.306452
Voltage Type Intermediate Book,,2,,0.590726
Skill Type Intermediate Book,,2,,0.586022
SP Type Intermediate Book,,2,,0.521505
Guard Type Intermediate Book,,2,,0.483199
Voltage Type Secret Book,,4,,0.479167
Guard Type Advanced Book,,3,,0.473118
Skill Type Secret Book,,4,,0.470430
Skill Type Advanced Book,,3,,0.469086
SP Type Secret Book,,4,,0.465726
SP Type Advanced Book,,3,,0.452957
Guard Type Secret Book,,4,,0.434140
Voltage Type Advanced Book,,3,,0.432124
