name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.620211
Blue Macaron ★1,,1,,5.544914
Red Macaron ★2,,2,,3.224571
Blue Macaron ★2,,2,,3.217305
Skill Type Seed,,2,,2.832232
Voltage Type Seed,,1,,2.719287
Guard Type Seed,,1,,2.699472
School Idol Badge,,1,,2.626156
SP Type Seed,,1,,2.572655
Red Macaron ★3,,3,,1.810436
Blue Macaron ★3,,3,,1.675033
Guard Type Sprout,,2,,1.081242
SP Type Sprout,,2,,1.054822
Skill Type Sprout,,2,,0.996697
Voltage Type Sprout,,2,,0.994716
Guard Type Bud,,3,,0.979524
Voltage Type Bud,,3,,0.971598
Guard Type Flower,,4,,0.967635
Skill Type Bud,,3,,0.960370
SP Type Flower,,4,,0.937252
SP Type Bud,,3,,0.929987
Skill Type Flower,,4,,0.921400
Voltage Type Flower,,4,,0.898283
