name,id,rarity,sum,expectation
Gold Macaron ★1,,1,,3.202192
Silver Macaron ★1,,1,,2.825822
School Idol Badge,,1,,2.635810
Silver Macaron ★2,,2,,2.584653
Gold Macaron ★2,,2,,1.972594
SP Type Beginner Book,,1,,1.433009
Skill Type Seed,,2,,1.430572
Guard Type Seed,,1,,1.356882
SP Type Seed,,1,,1.326431
Voltage Type Seed,,1,,1.319123
Voltage Type Beginner Book,,1,,1.314251
Skill Type Beginner Book,,1,,1.285627
Guard Type Beginner Book,,1,,1.272838
Gold Macaron ★3,,3,,0.855664
Silver Macaron ★3,,3,,0.848356
Voltage Type Sprout,,2,,0.616322
SP Type Sprout,,2,,0.599269
Skill Type Sprout,,2,,0.562119
Voltage Type Intermediate Book,,2,,0.558465
Guard Type Advanced Book,,3,,0.535323
Guard Type Intermediate Book,,2,,0.530451
SP Type Intermediate Book,,2,,0.528624
Guard Type Sprout,,2,,0.515834
Skill Type Flower,,4,,0.510962
Voltage Type Advanced Book,,3,,0.503654
Voltage Type Secret Book,,4,,0.500609
Skill Type Intermediate Book,,2,,0.495128
SP Type Advanced Book,,3,,0.484775
SP Type Bud,,3,,0.479294
Skill Type Secret Book,,4,,0.476248
Skill Type Advanced Book,,3,,0.473203
Guard Type Secret Book,,4,,0.472594
SP Type Secret Book,,4,,0.455542
Voltage Type Flower,,4,,0.452497
Guard Type Bud,,3,,0.446407
Skill Type Bud,,3,,0.444580
Voltage Type Bud,,3,,0.438490
SP Type Flower,,4,,0.428136
Guard Type Flower,,4,,0.424482
