name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.462974
Purple Macaron ★1,,1,,5.380494
Yellow Macaron ★2,,2,,3.313666
Purple Macaron ★2,,2,,3.296809
School Idol Badge,,1,,2.621312
Purple Macaron ★3,,3,,1.819386
Yellow Macaron ★3,,3,,1.765202
Guard Type Beginner Book,,1,,1.413606
SP Type Seed,,1,,1.376881
Guard Type Seed,,1,,1.369657
Skill Type Seed,,2,,1.368453
Voltage Type Seed,,1,,1.335942
Skill Type Beginner Book,,1,,1.322697
SP Type Beginner Book,,1,,1.290187
Voltage Type Beginner Book,,1,,1.284768
Guard Type Sprout,,2,,0.588200
Voltage Type Intermediate Book,,2,,0.585792
SP Type Intermediate Book,,2,,0.578567
Voltage Type Sprout,,2,,0.577965
Guard Type Intermediate Book,,2,,0.549669
Skill Type Sprout,,2,,0.543046
Skill Type Intermediate Book,,2,,0.539434
Guard Type Advanced Book,,3,,0.500903
Guard Type Bud,,3,,0.497291
SP Type Sprout,,2,,0.490066
SP Type Advanced Book,,3,,0.488862
Voltage Type Bud,,3,,0.484046
Guard Type Secret Book,,4,,0.478025
SP Type Secret Book,,4,,0.468393
Skill Type Secret Book,,4,,0.466586
Voltage Type Flower,,4,,0.463576
Skill Type Bud,,3,,0.450331
Skill Type Advanced Book,,3,,0.445515
SP Type Bud,,3,,0.443709
Voltage Type Advanced Book,,3,,0.443709
SP Type Flower,,4,,0.441300
Skill Type Flower,,4,,0.435882
Voltage Type Secret Book,,4,,0.429862
Guard Type Flower,,4,,0.402769
