name,id,rarity,sum,expectation
,,1,,"11,436.143040"
Gold Macaron ★1,,1,,3.281609
Silver Macaron ★1,,1,,2.874840
School Idol Badge,,1,,2.651341
Silver Macaron ★2,,2,,2.497446
Gold Macaron ★2,,2,,1.971903
Guard Type Beginner Book,,1,,1.459770
Skill Type Beginner Book,,1,,1.372925
SP Type Beginner Book,,1,,1.360792
Voltage Type Beginner Book,,1,,1.270115
Gold Macaron ★3,,3,,0.874840
Silver Macaron ★3,,3,,0.777778
Guard Type Intermediate Book,,2,,0.549170
Voltage Type Intermediate Book,,2,,0.534483
Skill Type Intermediate Book,,2,,0.529374
SP Type Intermediate Book,,2,,0.508301
SP Type Secret Book,,4,,0.501916
Voltage Type Secret Book,,4,,0.491699
Guard Type Secret Book,,4,,0.477011
SP Type Advanced Book,,3,,0.468072
Skill Type Advanced Book,,3,,0.466794
Skill Type Secret Book,,4,,0.438697
Voltage Type Advanced Book,,3,,0.438697
Guard Type Advanced Book,,3,,0.414432
