name,id,rarity,sum,expectation
Purple Macaron ★1,,1,,5.518095
Blue Macaron ★1,,1,,5.509206
Pink Macaron ★1,,1,,5.485714
Yellow Macaron ★1,,1,,5.267937
Green Macaron ★1,,1,,5.220952
Red Macaron ★1,,1,,5.202540
Blue Macaron ★2,,2,,3.412063
Green Macaron ★2,,2,,3.393016
Purple Macaron ★2,,2,,3.366984
Pink Macaron ★2,,2,,3.325714
Red Macaron ★2,,2,,3.227302
Yellow Macaron ★2,,2,,3.139048
School Idol Badge,,1,,2.533333
Red Macaron ★3,,3,,1.906032
Yellow Macaron ★3,,3,,1.826667
Pink Macaron ★3,,3,,1.816508
Blue Macaron ★3,,3,,1.802540
Purple Macaron ★3,,3,,1.777143
Green Macaron ★3,,3,,1.766349
