name,id,rarity,sum,expectation
,,1,,"23,090.092381"
School Idol Badge,,1,,2.647682
Skill Type Beginner Book,,1,,1.382151
Voltage Type Beginner Book,,1,,1.355115
SP Type Beginner Book,,1,,1.350708
Guard Type Beginner Book,,1,,1.312315
Voltage Type Intermediate Book,,2,,0.552589
Skill Type Intermediate Book,,2,,0.546741
Guard Type Intermediate Book,,2,,0.545046
SP Type Intermediate Book,,2,,0.531062
Guard Type Advanced Book,,3,,0.479363
Skill Type Advanced Book,,3,,0.471481
Guard Type Secret Book,,4,,0.469786
Voltage Type Advanced Book,,3,,0.468091
Skill Type Secret Book,,4,,0.465209
SP Type Secret Book,,4,,0.459954
SP Type Advanced Book,,3,,0.450462
Voltage Type Secret Book,,4,,0.447072
