name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.569843
Blue Macaron ★1,,1,,5.411227
Yellow Macaron ★1,,1,,5.328982
Purple Macaron ★1,,1,,5.325718
Red Macaron ★2,,2,,3.445170
Purple Macaron ★2,,2,,3.300261
Blue Macaron ★2,,2,,3.239556
Yellow Macaron ★2,,2,,3.072454
School Idol Badge,,1,,2.652742
Purple Macaron ★3,,3,,1.893603
Yellow Macaron ★3,,3,,1.796345
Blue Macaron ★3,,3,,1.757180
Red Macaron ★3,,3,,1.680157
Guard Type Beginner Book,,1,,1.377285
SP Type Beginner Book,,1,,1.340731
Skill Type Beginner Book,,1,,1.332245
Voltage Type Beginner Book,,1,,1.282637
SP Type Intermediate Book,,2,,0.588773
Skill Type Intermediate Book,,2,,0.588120
Guard Type Intermediate Book,,2,,0.526110
Voltage Type Intermediate Book,,2,,0.520235
Skill Type Secret Book,,4,,0.496084
Voltage Type Secret Book,,4,,0.486292
Guard Type Advanced Book,,3,,0.475196
Voltage Type Advanced Book,,3,,0.465405
SP Type Secret Book,,4,,0.462794
Guard Type Secret Book,,4,,0.450392
SP Type Advanced Book,,3,,0.445170
Skill Type Advanced Book,,3,,0.439295
