name,id,rarity,sum,expectation
,,1,,"18,196.294152"
SP Type Beginner Book,,1,,2.723798
Guard Type Beginner Book,,1,,2.705269
Skill Type Beginner Book,,1,,2.690793
School Idol Badge,,1,,2.685582
Voltage Type Beginner Book,,1,,2.654893
Skill Type Intermediate Book,,2,,1.117545
Guard Type Intermediate Book,,2,,1.107701
SP Type Intermediate Book,,2,,1.052113
Voltage Type Intermediate Book,,2,,1.046323
Skill Type Secret Book,,4,,1.023741
Guard Type Secret Book,,4,,0.961783
SP Type Secret Book,,4,,0.950203
SP Type Advanced Book,,3,,0.929357
Guard Type Advanced Book,,3,,0.929357
Skill Type Advanced Book,,3,,0.925883
Voltage Type Secret Book,,4,,0.924146
Voltage Type Advanced Book,,3,,0.906196
