name,id,rarity,sum,expectation
,,1,,"18,349.936143"
Red Macaron ★1,,1,,5.545338
Blue Macaron ★1,,1,,5.151980
Blue Macaron ★2,,2,,3.284802
Red Macaron ★2,,2,,3.179438
School Idol Badge,,1,,2.605364
Blue Macaron ★3,,3,,1.848020
Red Macaron ★3,,3,,1.776501
Skill Type Beginner Book,,1,,1.418263
SP Type Beginner Book,,1,,1.360792
Voltage Type Beginner Book,,1,,1.356960
Guard Type Beginner Book,,1,,1.284802
Guard Type Intermediate Book,,2,,0.563857
Voltage Type Intermediate Book,,2,,0.548531
SP Type Intermediate Book,,2,,0.547254
Skill Type Intermediate Book,,2,,0.524266
Skill Type Secret Book,,4,,0.516603
Skill Type Advanced Book,,3,,0.491699
Guard Type Advanced Book,,3,,0.489783
SP Type Advanced Book,,3,,0.487867
Voltage Type Advanced Book,,3,,0.484674
SP Type Secret Book,,4,,0.469349
Guard Type Secret Book,,4,,0.468710
Voltage Type Secret Book,,4,,0.459132
