name,id,rarity,sum,expectation
,,1,,"18,203.367003"
,,1,,"11,644.781145"
School Idol Badge,,1,,2.585859
Guard Type Beginner Book,,1,,1.418182
Voltage Type Beginner Book,,1,,1.393266
Skill Type Beginner Book,,1,,1.324579
SP Type Beginner Book,,1,,1.306397
Voltage Type Intermediate Book,,2,,0.545455
Skill Type Intermediate Book,,2,,0.543434
Guard Type Intermediate Book,,2,,0.531987
SP Type Intermediate Book,,2,,0.531313
Voltage Type Secret Book,,4,,0.507071
Skill Type Secret Book,,4,,0.503030
Voltage Type Advanced Book,,3,,0.481481
SP Type Secret Book,,4,,0.479461
Guard Type Advanced Book,,3,,0.452525
SP Type Advanced Book,,3,,0.449158
Skill Type Advanced Book,,3,,0.446465
Guard Type Secret Book,,4,,0.428283
