lesson,l1_id,l1_en,l2_id,l2_en,l3_id,l3_en,count
823,166110,Swimming,783324,Flyer Distribution,641538,Meditation,1410
824,166110,Swimming,783324,Flyer Distribution,435023,Dance,1467
825,166110,Swimming,783324,Flyer Distribution,572712,Voice Training,1667
826,166110,Swimming,783324,Flyer Distribution,387018,Push-ups,1552
827,166110,Swimming,783324,Flyer Distribution,678291,Stretching,1407
828,166110,Swimming,783324,Flyer Distribution,166110,Swimming,1419
831,166110,Swimming,641538,Meditation,636553,Running,1629
832,166110,Swimming,641538,Meditation,783324,Flyer Distribution,1448
833,166110,Swimming,641538,Meditation,641538,Meditation,1604
834,166110,Swimming,641538,Meditation,435023,Dance,1636
835,166110,Swimming,641538,Meditation,572712,Voice Training,1626
836,166110,Swimming,641538,Meditation,387018,Push-ups,1668
837,166110,Swimming,641538,Meditation,678291,Stretching,1518
838,166110,Swimming,641538,Meditation,166110,Swimming,1488
841,166110,Swimming,435023,Dance,636553,Running,1539
842,166110,Swimming,435023,Dance,783324,Flyer Distribution,1571
843,166110,Swimming,435023,Dance,641538,Meditation,1475
844,166110,Swimming,435023,Dance,435023,Dance,1529
845,166110,Swimming,435023,Dance,572712,Voice Training,1506
846,166110,Swimming,435023,Dance,387018,Push-ups,1491
847,166110,Swimming,435023,Dance,678291,Stretching,1641
848,166110,Swimming,435023,Dance,166110,Swimming,1491
851,166110,Swimming,572712,Voice Training,636553,Running,1507
852,166110,Swimming,572712,Voice Training,783324,Flyer Distribution,1599
853,166110,Swimming,572712,Voice Training,641538,Meditation,1569
854,166110,Swimming,572712,Voice Training,435023,Dance,1662
855,166110,Swimming,572712,Voice Training,572712,Voice Training,1614
856,166110,Swimming,572712,Voice Training,387018,Push-ups,1413
857,166110,Swimming,572712,Voice Training,678291,Stretching,1674
858,166110,Swimming,572712,Voice Training,166110,Swimming,1572
861,166110,Swimming,387018,Push-ups,636553,Running,1532
862,166110,Swimming,387018,Push-ups,783324,Flyer Distribution,1581
863,166110,Swimming,387018,Push-ups,641538,Meditation,1526
864,166110,Swimming,387018,Push-ups,435023,Dance,1674
865,166110,Swimming,387018,Push-ups,572712,Voice Training,1506
866,166110,Swimming,387018,Push-ups,387018,Push-ups,1740
867,166110,Swimming,387018,Push-ups,678291,Stretching,1575
868,166110,Swimming,387018,Push-ups,166110,Swimming,1526
871,166110,Swimming,678291,Stretching,636553,Running,1659
872,166110,Swimming,678291,Stretching,783324,Flyer Distribution,1640
873,166110,Swimming,678291,Stretching,641538,Meditation,1539
874,166110,Swimming,678291,Stretching,435023,Dance,1650
875,166110,Swimming,678291,Stretching,572712,Voice Training,1551
876,166110,Swimming,678291,Stretching,387018,Push-ups,1494
877,166110,Swimming,678291,Stretching,678291,Stretching,1631
878,166110,Swimming,678291,Stretching,166110,Swimming,1447
881,166110,Swimming,166110,Swimming,636553,Running,1506
882,166110,Swimming,166110,Swimming,783324,Flyer Distribution,1674
883,166110,Swimming,166110,Swimming,641538,Meditation,1497
884,166110,Swimming,166110,Swimming,435023,Dance,1613
885,166110,Swimming,166110,Swimming,572712,Voice Training,1562
886,166110,Swimming,166110,Swimming,387018,Push-ups,1545
887,166110,Swimming,166110,Swimming,678291,Stretching,1500
888,166110,Swimming,166110,Swimming,166110,Swimming,19497
